,0,1,2,3,4,5,6,7,8,9
0,1.0,0.7951246948485068,0.6230804734013368,0.8409033964045601,0.8893157394921105,0.8052252629102775,0.8079060531572039,0.7421813044188951,0.7472410291114221,0.7485833794459632
1,0.7951246948485068,1.0,0.4504464961743968,0.6095888528574571,0.6366715369636635,0.8782808168602838,0.5679739741252564,0.7669207560650423,0.6739354591295094,0.5342996577974941
2,0.6230804734013368,0.4504464961743968,1.0,0.4971245183437275,0.4460827550210777,0.5226665820842179,0.5884899537465458,0.5501124004575441,0.523990625221498,0.5954778733693702
3,0.8409033964045601,0.6095888528574571,0.4971245183437275,1.0,0.910577910980382,0.6389621619042821,0.595943629763123,0.4835278717061285,0.46832782685560503,0.7106071573665348
4,0.8893157394921105,0.6366715369636635,0.4460827550210777,0.910577910980382,1.0,0.6818363358175804,0.7832854766309896,0.7090799640032317,0.7227023769288831,0.7437211851526957
5,0.8052252629102775,0.8782808168602838,0.5226665820842179,0.6389621619042821,0.6818363358175804,1.0,0.7552696684827025,0.8776855707279168,0.8377609176348738,0.7993404195597313
6,0.8079060531572039,0.5679739741252564,0.5884899537465458,0.595943629763123,0.7832854766309896,0.7552696684827025,1.0,0.9401047569528225,0.9374614090266697,0.8657471633381343
7,0.7421813044188951,0.7669207560650423,0.5501124004575441,0.4835278717061285,0.7090799640032317,0.8776855707279168,0.9401047569528225,1.0,0.9828430932555385,0.8825674879559109
8,0.7472410291114221,0.6739354591295094,0.523990625221498,0.46832782685560503,0.7227023769288831,0.8377609176348738,0.9374614090266697,0.9828430932555385,1.0,0.8582169180490236
9,0.7485833794459632,0.5342996577974941,0.5954778733693702,0.7106071573665348,0.7437211851526957,0.7993404195597313,0.8657471633381343,0.8825674879559109,0.8582169180490236,1.0
